Family_fa,Given_fa,Paper_articleTitle,Paper_authorFullNames,pctwhite,pctblack,pctapi,pctaian,pct2prace,pcthispanic,fa_insti,country
Seo,Mihye,"Ethnic Identity, Acculturative Stress, News Uses, and Two Domains of Civic Engagement: A Case of Korean Immigrants in the United States","Seo, Mihye (1)| Moon, Seong-Gin (2)",2.23,0.38,95.66,0.07,1.05,0.6,"SUNY Albany, Dept Commun, Albany, NY 12222 USA",USA
Seo,Kiwon,The Persuasive Effects of Two Stylistic Elements Framing and Imagery,"Seo, Kiwon (1)| Dillard, James (2)",2.23,0.38,95.66,0.07,1.05,0.6,"Sam Houston State Univ, Dept Mass Commun, Huntsville, TX 77340 USA",USA
Hu,Mu,"The Influence of a Scandal on Parasocial Relationship, Parasocial Interaction, and Parasocial Breakup","Hu, Mu (1)",2.22,0.37,94.93,0.04,1.63,0.81,"West Virginia Wesleyan Coll, Dept Commun, Buckhannon, WV 26201 USA",USA
Hu,Yifeng,Effects of Online Health Sources on Credibility and Behavioral Intentions,"Hu, Yifeng (1)| Sundar, S. Shyam (2)",2.22,0.37,94.93,0.04,1.63,0.81,"Coll New Jersey, Dept Commun Studies, Ewing, NJ 08628 USA",USA
HU,JH,DO TELEVISED DEBATES AFFECT IMAGE PERCEPTION MORE THAN ISSUE KNOWLEDGE - A STUDY OF THE 1ST 1992 PRESIDENTIAL DEBATE,"HU, JH (1)| MILAVSKY, JR (2)| BISWAS, R (3)",2.22,0.37,94.93,0.04,1.63,0.81,"UNIV KENTUCKY,LEXINGTON,KY 40506",USA
Hu,Haiyan,"Understanding the Shopping Experience and Its Implications for Malls as Marketing Media Attracting and Retaining Customers through Fashion, Service, and Improved Food Options","Hu, Haiyan (1)| Jasper, Cynthia R. (2)",2.22,0.37,94.93,0.04,1.63,0.81,"Morgan State Univ, Mkt, Earl G Graves Sch Business & Management, Baltimore, MD 21239 USA",USA
Muralidharan,Sidharth,How Peer Communication and Engagement Motivations Influence Social Media Shopping Behavior: Evidence from China and the United States,"Muralidharan, Sidharth (1)| Men, Linjuan Rita (2)",2.2,0,95.91,0,(S),(S),"So Methodist Univ, Temerlin Advertising Inst, Dallas, TX 75275 USA",USA
Fu,Hanlong,DTV standards and transition: A comparative policy analysis,"Fu, Hanlong (1)| Atkin, David (2)",2.19,(S),94.06,(S),2,1.46,"Univ Connecticut, Dept Commun Sci, Storrs, CT 06269 USA",USA
Fu,Jiawei Sophia,The institutional antecedent to firms' interorganizational network portfolios: Evidence from China,"Fu, Jiawei Sophia (1)| Li, Yiqi (2)",2.19,(S),94.06,(S),2,1.46,"Rutgers State Univ, Sch Commun & Informat, Dept Commun, 4 Huntington St, New Brunswick, NJ 08901 USA",USA
Fu,J. Sophia,Leveraging Social Network Analysis for Research on Journalism in the Information Age,"Fu, J. Sophia (1)",2.19,(S),94.06,(S),2,1.46,"Northwestern Univ, Commun Studies, Evanston, IL 60201 USA",USA
Tsang,Stephanie Jean,"Cognitive Discrepancy, Dissonance, and Selective Exposure","Tsang, Stephanie Jean (1)",2.17,0.57,94.39,0,2.06,0.82,"Univ Wisconsin, Madison, WI USA",USA
Chou,Hui-Tzu Grace,"""""""They Are Happier and Having Better Lives than I Am"""": The Impact of Using Facebook on Perceptions of Others' Lives""","Chou, Hui-Tzu Grace (1)| Edge, Nicholas (2)",2.15,(S),94.11,(S),2.41,1.15,"Utah Valley Univ, Dept Behav Sci, Orem, UT 84058 USA",USA
Chou,Wen-Ying Sylvia,Factors Associated With Americans' Ratings of Health Care Quality: What Do They Tell Us About the Raters and the Health Care System?,"u, Wen-Ying Sylvia (1)| Wang, Lin Chun (2)| Rutten, Lila J. Finney (3)| Moser, Richard P. (4)| Hesse, Bradford W. (5)",2.15,(S),94.11,(S),2.41,1.15,"NCI, Hlth Commun & Informat Res Branch, Bethesda, MD 20892 USA",USA
Yao,Qingjiang,"An evidence of frame building: Analyzing the correlations among the frames in Sierra Club newsletters, national newspapers, and regional newspapers","Yao, Qingjiang (1)",2.13,2.45,92.91,(S),1.99,(S),"Univ Iowa, Sch Journalism & Mass Commun, Iowa City, IA 52242 USA",USA
IM,WY,IMPACT OF THE VCR ON CONTROL OF TELEVISION VIEWING,"IM, WY (1)| BARAN, SJ (2)| MASSEY, KK (3)",2.13,(S),94.9,(S),1.8,0.88,"SAN JOSE STATE UNIV,THEATRE ARTS,SAN JOSE,CA 95192",USA
HSIA,HJ,"OUTPUT, ERROR, EQUIVOCATION, AND RECALLED INFORMATION IN AUDITORY, VISUAL, AND AUDIOVISUAL INFORMATION PROCESSING WITH CONSTRAINT AND NOISE","HSIA, HJ (1)",2.12,(S),93.25,(S),3.06,1.41,"TELEVISION BUR ADVERTISING INC,NEW YORK,NY",USA
Thota,Sweta Chaturvedi,I WANT TO BUY THE ADVERTISED PRODUCT ONLY! An Examination of the Effects of Additional Product Offers on Consumer Irritation in a Cross-Promotion Context,"Thota, Sweta Chaturvedi (1)| Biswas, Abhijit (2)",2.1,(S),96.4,(S),0.75,(S),"Univ San Francisco, Sch Business & Management, Dept Mkt, San Francisco, CA 94117 USA",USA
Cha,Jiyoung,Does genre type influence choice of video platform? A study of college student use of internet and television for specific video genres,"Cha, Jiyoung (1)",2.09,(S),93.52,(S),2.07,1.82,"George Mason Univ, Coll Visual & Performing Arts, Fairfax, VA 22030 USA",USA
Hsu,Siu Yu,Individualism and collectivism in Chinese and American television advertising,"Hsu, Siu Yu (1)| Barker, Gina G. (2)",2.09,(S),93.78,(S),3.56,0.46,"Liberty Univ, Lynchburg, VA USA",USA
HSU,ML,POLITICAL EXPERTISE AND AFFECT - EFFECTS ON NEWS PROCESSING,"HSU, ML (1)| PRICE, V (2)",2.09,(S),93.78,(S),3.56,0.46,"UNIV MICHIGAN,CTR POLIT STUDIES,ANN ARBOR,MI 48109",USA
Hsu,Chia-Fang (Sandy),Acculturation and Communication Traits: A study of Cross-Cultural Adaptation among Chinese in America,"Hsu, Chia-Fang (Sandy) (1)",2.09,(S),93.78,(S),3.56,0.46,"Univ Wyoming, Dept 3904, Laramie, WY 82071 USA",USA
Cui,Xi,Media Events Are Still Alive: The Opening Ceremony of the Beijing Olympics as a Media Ritual,"Cui, Xi (1)",2.07,0.4,94.77,0,1.42,1.34,"Dixie State Univ, St George, UT 84770 USA",USA
Yoon,Y,A scale for measuring media relations efforts,"Yoon, Y (1)",2.06,(S),95.89,(S),1.31,0.54,"Univ Cent Florida, Nicholson Sch Commun, Orlando, FL 32816 USA",USA
Yoon,Hye Jin,Comedic violence in advertising: the role of normative beliefs and intensity of violence,"Yoon, Hye Jin (1)",2.06,(S),95.89,(S),1.31,0.54,"So Methodist Univ, Temerlin Advertising Inst, Dallas, TX 75275 USA",USA
Yoon,Gunwoo,Seeing Without Looking: The Effects of Hemispheric Functioning on Memory for Brands in Computer Games,"Yoon, Gunwoo (1)| Vargas, Patrick T. (2)",2.06,(S),95.89,(S),1.31,0.54,"Univ Illinois, Coll Media, Inst Commun Res, Urbana, IL 61801 USA",USA
Yoon,Sukki,WHEN INTRUSIVE CAN BE LIKABLE Product Placement Effects on Multitasking Consumers,"oon, Sukki (1)| Choi, Yung Kyun (2)| Song, Sujin (3)",2.06,(S),95.89,(S),1.31,0.54,"Bryant Univ, Dept Mkt, Smithfield, RI USA",USA
Sarker,S,Knowledge transfer and collaboration in distributed US-Thai teams,"Sarker, S (1)",2.04,0.6,91.85,(S),5.16,(S),"Washington State Univ, Dept Informat Syst, Coll Business & Econ, Pullman, WA 99164 USA",USA
Lwin,May O.,Using Protection Motivation Theory to Predict Condom Usage and Assess HIV Health Communication Efficacy in Singapore,"win, May O. (1)| Stanaland, Andrea J. S. (2)| Chan, Desmond (3)",2.04,(S),94.75,(S),1.95,0.88,"Radford Univ, Coll Business & Econ, Radford, VA 24142 USA",USA
Xing,Chong,Confirmatory Factor Analysis and Measurement Invariance Testing with Ordinal Data: An Application in Revising the Flirting Styles Inventory,"Xing, Chong (1)| Hall, Jeffrey A. (2)",2.02,0.48,96.61,(S),0.65,(S),"Univ Kansas, Lawrence, KS 66045 USA",USA
Rimal,Rajiv N.,Modeling the relationship between descriptive norms and behaviors: A test and extension of the theory of normative social behavior (TNSB),"Rimal, Rajiv N. (1)",2.02,(S),94.95,0,2.69,(S),"Johns Hopkins Univ, Dept Hlth Behav & Soc, Baltimore, MD 21218 USA",USA
Rimal,RN,Closing the knowledge-behavior gap in health promotion: The mediating role of self-efficacy,"Rimal, RN (1)",2.02,(S),94.95,0,2.69,(S),"Texas A&M Univ, Dept Speech Commun, College Stn, TX 77843 USA",USA
Hossain,Mohammad D.,Manufacturing consent: Framing the liberation war of Bangladesh in the US and UK media,"Hossain, Mohammad D. (1)",2.01,0.69,93.23,0.65,2.39,1.04,"So Illinois Univ, Mass Commun & Media Arts, Carbondale, IL 62901 USA",USA
Oh,David C.,Vlogging White Privilege Abroad: Eat Your Kimchi's Eating and Spitting Out of the Korean Other on YouTube,"Oh, David C. (1)| Oh, Chuyun (2)",1.99,0.19,95.48,0.05,1.78,0.51,"Ramapo Coll, Dept Commun Arts, Mahwah, NJ 07430 USA",USA
Oh,Poong,The Functionality of Social Tagging as a Communication System,"Oh, Poong (1)| Monge, Peter (2)",1.99,0.19,95.48,0.05,1.78,0.51,"Univ So Calif, Los Angeles, CA 90089 USA",USA
Oh,Jeyoung,"Factors affecting social presence and word-of-mouth in corporate social responsibility communication: Tone of voice, message framing, and online medium type","Oh, Jeyoung (1)| Ki, Eyun-Jung (2)",1.99,0.19,95.48,0.05,1.78,0.51,"Univ Alabama, Coll Commun & Informat Sci, Tuscaloosa, AL 35487 USA",USA
Oh,Yan,Communicating about infectious disease threats: Insights from public health information officers,", Yan (1)| Austin, Lucinda (2)| Vijaykumar, Santosh (3)| Jun, Hyoyeun (4)| Nowak, Glen (5)",1.99,0.19,95.48,0.05,1.78,0.51,"Univ Georgia, Athens, GA 30602 USA",USA
Oh,Tao (Jennifer),Negative Advertising Effects on Presidential Support Ratings During the 2012 Election: A Hierarchical Linear Modeling and Serial Dependency Study,", Tao (Jennifer) (1)| Atkin, David (2)| Snyder, Leslie B. (3)| Van Lear, Arthur (4)",1.99,0.19,95.48,0.05,1.78,0.51,"Winona State Univ, Dept Mass Commun, POB 5838,175 West Mark St, Winona, MN 55987 USA",USA
Oh,Jeeyun,"How Does Interactivity Persuade? An Experimental Test of Interactivity on Cognitive Absorption, Elaboration, and Attitudes","Oh, Jeeyun (1)| Sundar, S. Shyam (2)",1.99,0.19,95.48,0.05,1.78,0.51,"Robert Morris Univ, Dept Commun, Moon Township, PA 15108 USA",USA
Oh,Joong-Hwan,"Immigration and social capital in a Korean-American women's online community: Supporting acculturation, cultural pluralism, and transnationalism","Oh, Joong-Hwan (1)",1.99,0.19,95.48,0.05,1.78,0.51,"CUNY Hunter Coll, Dept Sociol, New York, NY 10065 USA",USA
Oh,Hyun Jee,"EXPLORING FACTORS IN THE HOSTILE MEDIA PERCEPTION: PARTISANSHIP, ELECTORAL ENGAGEMENT, AND MEDIA USE PATTERNS","h, Hyun Jee (1)| Park, Jongmin (2)| Wanta, Wayne (3)",1.99,0.19,95.48,0.05,1.78,0.51,"Univ Missouri, Sch Journalism, Columbia, MO 65211 USA",USA
Song,Kirsten Younghee,Emotion culture as a resource of sensemaking: Transforming an arson case of a Korean national heritage to citizens' responsibility,"Song, Kirsten Younghee (1)",1.98,0.45,95.15,0.04,1.74,0.65,"W Virginia Univ, Dept Sociol & Anthropol, 400 Knapp Hall, Morgantown, WV 26505 USA",USA
Song,Felicia Wu,THEORIZING WEB 2.0 A cultural perspective,"Song, Felicia Wu (1)",1.98,0.45,95.15,0.04,1.74,0.65,"Louisiana State Univ, Manship Sch Mass Commun, Baton Rouge, LA 70808 USA",USA
Song,Hojin,The Making of Microcelebrity: AfreecaTV and the Younger Generation in Neoliberal South Korea,"Song, Hojin (1)",1.98,0.45,95.15,0.04,1.74,0.65,"Roberts Wesleyan Coll, Commun, Rochester, NY 14624 USA",USA
Song,Kun,Tradition Meets Technology: Can Mass Customization Succeed in China?,"Song, Kun (1)| Fiore, Ann Marie (2)",1.98,0.45,95.15,0.04,1.74,0.65,"Iowa State Univ, Dept Apparel Educ Studies & Hosp Management, Ames, IA 50011 USA",USA
Hsieh,Yuli Patrick,"Online political participation, civic talk, and media multiplexity: how Taiwanese citizens express political opinions on the Web","Hsieh, Yuli Patrick (1)| Li, Meng-Hao (2)",1.94,(S),93.73,(S),3.51,0.67,"Northwestern Univ, Media Technol & Soc MTS Doctoral Program, Evanston, IL 60208 USA",USA
Hsieh,Elaine,Understanding medical interpreters: Reconceptualizing bilingual health communication,"Hsieh, Elaine (1)",1.94,(S),93.73,(S),3.51,0.67,"Univ Oklahoma, Dept Commun, Norman, OK 73019 USA",USA
Hsieh,E,Stories in action and the dialogic management of identities: Storytelling in transplant support group meetings,"Hsieh, E (1)",1.94,(S),93.73,(S),3.51,0.67,"Univ Illinois, Dept Speech Commun, Urbana, IL 61801 USA",USA
Hsieh,Meng-Hua,Persuasive Charity Appeals for Less and More Controllable Health Causes: The Roles of Implicit Mindsets and Benefit Frames,"Hsieh, Meng-Hua (1)| Yucel-Aybat, Ozge (2)",1.94,(S),93.73,(S),3.51,0.67,"Penn State Univ Harrisburg, Mkt, Middletown, PA USA",USA
Suh,Jennifer Jiyoung,Privacy Management on Facebook: Do Device Type and Location of Posting Matter?,"Suh, Jennifer Jiyoung (1)| Hargittai, Eszter (2)",1.93,0.45,95.15,0,2.14,0.32,"Univ Calif Santa Barbara, Commun, Santa Barbara, CA 93106 USA",USA
Ng,Eve,"""A """"Post-Gay'' Era? Media Gaystreaming, Homonormativity, and the Politics of LGBT Integration""","Ng, Eve (1)",1.92,0.22,93.2,0.04,2.81,1.81,"Five Coll Womens Studies Res Ctr, S Hadley, MA 01075 USA",USA
NG,A,"THE EFFECTS OF RELATED AND UNRELATED CUTS ON TELEVISION VIEWERS ATTENTION, PROCESSING CAPACITY, AND MEMORY","NG, A (1)| GEIGER, S (2)| STRICKWERDA, M (3)| SUMNER, J (4)",1.92,0.22,93.2,0.04,2.81,1.81,"UNIV CALIF SANTA BARBARA,DEPT COMMUN,SANTA BARBARA,CA 93106",USA
NG,NJ,A SAS MACRO FOR CALCULATING INTERCODER AGREEMENT IN CONTENT-ANALYSIS,"NG, NJ (1)| KARA, A (2)| LASKEY, HA (3)| SEATON, FB (4)",1.92,0.22,93.2,0.04,2.81,1.81,"FLORIDA INT UNIV,MIAMI,FL 33199",USA
Ni,Lan,Relationships as organizational resources: Examining public relations impact through its connection with organizational strategies,"Ni, Lan (1)",1.92,(S),94.9,(S),1.41,1.15,"Univ Texas, Dept Commun, San Antonio 78249, TX USA",USA
Iyengar,Shanto,"Red Media, Blue Media: Evidence of Ideological Selectivity in Media Use","Iyengar, Shanto (1)| Hahn, Kyu S. (2)",1.9,(S),94.73,(S),2.85,(S),"Stanford Univ, Dept Commun, Stanford, CA 94305 USA",USA
Zhan,Mengqi (Monica),Predicting Employee Dissent Expression in Organizations: A Cost and Benefit Approach,"Zhan, Mengqi (Monica) (1)| Hample, Dale (2)",1.9,0.54,96.38,0,0.72,0.45,"Univ Maryland, Dept Commun, 2101E Skinner Bldg, College Pk, MD 20740 USA",USA
Feng,Yuyan,Redefining Relations Between Creators and Audiences in the Digital Age: The Social Production and Consumption of Chinese Internet Literature,"Feng, Yuyan (1)| Literat, Ioana (2)",1.89,(S),96.4,(S),1.06,0.41,"Columbia Univ, Teachers Coll, New York, NY 10027 USA",USA
Feng,Hairong,The Effects of Sex and Gender Role Orientation on Approach-Based Coping Strategies Across Cultures: A Moderated Mediation Model,"Feng, Hairong (1)| Xiu, Lin (2)",1.89,(S),96.4,(S),1.06,0.41,"Univ Minnesota Duluth, Dept Commun, 1121 Univ Dr,465 ABAH, Duluth, MN 55812 USA",USA
Feng,Yang,Digital Divide 2.0: The Role of Social Networking Sites in Seeking Health Information Online From a Longitudinal Perspective,"Feng, Yang (1)| Xie, Wenjing (2)",1.89,(S),96.4,(S),1.06,0.41,"Univ Virginias Coll Wise, Dept Commun Studies, Wise, VA 24293 USA",USA
Feng,Bo,Examining Cultural Similarities and Differences in Responses to Advice: A Comparison of American and Chinese College Students,"Feng, Bo (1)| Feng, Hairong (2)",1.89,(S),96.4,(S),1.06,0.41,"Univ Calif Davis, Davis, CA 95616 USA",USA
Cho,S,Public nudity on cell phones: Managing conflict in crisis situations,"Cho, S (1)| Cameron, GT (2)",1.88,(S),95.12,(S),1.92,0.8,"Univ S Carolina, Sch Journalism & Mass Commun, Columbia, SC 29208 USA",USA
Cho,Moonhee,Extrovert and engaged? Exploring the connection between personality and involvement of stakeholders and the perceived relationship investment of nonprofit organizations,"Cho, Moonhee (1)| Auger, Giselle A. (2)",1.88,(S),95.12,(S),1.92,0.8,"Univ Tennessee, 476 Commun Bldg, Knoxville, TN 37996 USA",USA
Cho,SY,Primary presidential election campaign messages in 2004: A functional analysis of candidates' news releases,"Cho, SY (1)| Benoit, W (2)",1.88,(S),95.12,(S),1.92,0.8,"Univ Missouri, Sch Journalism, Columbia, MO 65202 USA",USA
Cho,Jaeho,DISENTANGLING MEDIA EFFECTS FROM DEBATE EFFECTS: THE PRESENTATION MODE OF TELEVISED DEBATES AND VIEWER DECISION MAKING,"Cho, Jaeho (1)",1.88,(S),95.12,(S),1.92,0.8,"Univ Calif Davis, Dept Commun, Davis, CA 95616 USA",USA
Cho,H,International conflict coverage in Japanese local daily newspapers,"Cho, H (1)| Lacy, S (2)",1.88,(S),95.12,(S),1.92,0.8,"Michigan State Univ, Mass Media PhD Program, E Lansing, MI 48824 USA",USA
Cho,CH,The effectiveness of banner advertisements: Involvement and click-through,"Cho, CH (1)",1.88,(S),95.12,(S),1.92,0.8,"Univ Florida, Coll Journalism & Commun, Dept Advertising, Gainesville, FL 32611 USA",USA
Cho,Hyunyi,Fear appeals for individuals in different stages of change: Intended and unintended effects and implications on public health campaigns,"Cho, Hyunyi (1)",1.88,(S),95.12,(S),1.92,0.8,"Purdue Univ, Dept Commun, W Lafayette, IN 47907 USA",USA
Cho,Min Kyong,Face Threat and Facework Strategies When Family (Health) Secrets Are Revealed: A Comparison of South Korea and the United States,"Cho, Min Kyong (1)| Sillars, Alan (2)",1.88,(S),95.12,(S),1.92,0.8,"Univ Minnesota, Dept Commun Studies, Minneapolis, MN 55414 USA",USA
Cho,Jinmoo,Internet Use and Well-Being in Older Adults,", Jinmoo (1)| Chun, Sanghee (2)| Lee, Sunwoo (3)| Lee, Kyung Hee (4)| Kim, Junhyoung (5)",1.88,(S),95.12,(S),1.92,0.8,"Texas A&M Univ, Dept Recreat Pk & Tourism Sci, College Stn, TX 77843 USA",USA
Cho,Eunji,Effects of violent television programmes on advertising effectiveness among young children Findings from a field experiment of kindergarten samples in South Korea,"Cho, Eunji (1)| Yoo, Seung-Chul (2)",1.88,(S),95.12,(S),1.92,0.8,"Univ Wisconsin, Sch Journalism & Mass Commun, Madison, WI 53706 USA",USA
Cho,J,"Media, interpersonal discussion, and electoral choice","Cho, J (1)",1.88,(S),95.12,(S),1.92,0.8,"Univ Wisconsin, Sch Journalism & Mass Commun, Madison, WI 53706 USA",USA
Cho,Alexander,"Default publicness: Queer youth of color, social media, and being outed by the machine","Cho, Alexander (1)",1.88,(S),95.12,(S),1.92,0.8,"Univ Calif Humanities Res Inst, 4022 Humanities Gateway, Irvine, CA 92697 USA",USA
Cho,Eugene,"The Effects of Modality, Device, and Task Differences on Perceived Human Likeness of Voice-Activated Virtual Assistants","ho, Eugene (1)| Molina, Maria D. (2)| Wang, Jinping (3)",1.88,(S),95.12,(S),1.92,0.8,"Penn State Univ, Donald P Bellisario Coll Commun, University Pk, PA 16802 USA",USA
Cheng,Yang,Social Media Keep Buzzing! A Test of Contingency Theory in China's Red Cross Credibility Crisis,"Cheng, Yang (1)",1.86,0.2,94.63,0.03,2.22,1.06,"Univ Missouri, Columbia, MO 65211 USA",USA
Cheng,Hsin-I,On Migrant Workers' Social Status in Taiwan: A Critical Analysis of Mainstream News Discourse,"Cheng, Hsin-I (1)",1.86,0.2,94.63,0.03,2.22,1.06,"Santa Clara Univ, Santa Clara, CA 95053 USA",USA
Cheng,H,Toward an understanding of cultural values manifest in advertising: A content analysis of Chinese television commercials in 1990 and 1995,"Cheng, H (1)",1.86,0.2,94.63,0.03,2.22,1.06,"Bradley Univ, Dept Commun, Peoria, IL 61625 USA",USA
Cheng,Hong,"Attention, perception, and perceived effects: Negative political advertising in a battleground state of the 2004 presidential election","Cheng, Hong (1)| Riffe, Daniel (2)",1.86,0.2,94.63,0.03,2.22,1.06,"Ohio Univ, EW Scripps Sch Journalism, Athens, OH 45701 USA",USA
Cheng,Ying,Personal Network Structure and Perceived Social Support in the Context of Intercultural Adjustment,"heng, Ying (1)| Meng, Jingbo (2)| Liu, Shuangqing (3)",1.86,0.2,94.63,0.03,2.22,1.06,"Calif State Univ San Bernardino, Dept Management, Jack Brown Hall,5500 Univ Pkwy, San Bernardino, CA 92407 USA",USA
Hsiung,RO,Validating the relationship qualities of influence and persuasion with the family social relations model,"Hsiung, RO (1)| Bagozzi, RP (2)",1.83,0,94.92,0,2.48,0.78,"Rice Univ, Houston, TX 77251 USA",USA
Shi,Song,The use of Web2.0 style technologies among Chinese civil society organizations,"Shi, Song (1)",1.83,0.3,96.86,0.06,0.46,0.5,"Univ Massachusetts, Dept Commun, Amherst, MA 01003 USA",USA
Shi,Xiaowei,Upward Influence in Contemporary Chinese Organizations: Explicating the Effects of Influence Goal Type and Multiple Goal Importance on Message Reasoning and Politeness,"Shi, Xiaowei (1)| Wilson, Steven R. (2)",1.83,0.3,96.86,0.06,0.46,0.5,"Middle Tennessee State Univ, Dept Speech & Theatre, Murfreesboro, TN 37132 USA",USA
