last_name,first_name,article_title,fa_insti
Kim, Yonghwan ,Knowledge Versus Beliefs: How Knowledge and Beliefs Mediate The Influence of Likeminded Media use on Political Polarization and Participation,"Dongguk Univ, Dept Media & Commun, Seoul, South Korea"
Kim, Jinsook ,Why We Cheer for Viktor Ahn: Changing Characteristics of Sporting Nationalism and Citizenship in South Korea in the Era of Neoliberal Globalization,"Univ Texas Austin, Moody Coll Commun, Dept Radiotelevis Film, Austin, TX 78712 USA"
Kim, Ki Joon ,An acceptance model for smart watches Implications for the adoption of future wearable technology,"Sungkyunkwan Univ, Dept Interact Sci, Seoul, South Korea"
Kim, Jin-Young ,A study of social media users' perceptional typologies and relationships to self-identity and personality,"Ulsan Natl Inst Sci & Technol, Div Gen Studies, Ulsan, South Korea"
Kim, Yeolib ,Personality predictors for the use of multiple internet functions,"Univ Texas Austin, Sch Informat, Austin, TX 78712 USA"
Kim, Henry M. ,Development and application of a framework for evaluating multi-mode voting risks,"York Univ, Schulich Sch Business, Toronto, ON M3J 2R7, Canada"
Kim, Mikyoung ,Brand-related user-generated content on social media: the roles of source and sponsorship,"Hongik Univ, Sch Advertising & Publ Relat, Sejong, South Korea"
Kim, Sung-Eon ,"""Exploring satisfaction with the portal's """"Cs"""": assessing US and Korean preferences""","Catholic Univ Daegu, Dept Management Informat Syst, MIS, Kyungsan, South Korea"
Kim, Byoungsoo ,The distinct roles of dedication-based and constraint-based mechanisms in social networking sites,"Seoul Womens Univ, Dept Business Adm, Seoul, South Korea"
Kim, Byoungsoo ,Understanding Antecedents of Continuance Intention in Social-Networking Services,"Korea Adv Inst Sci & Technol, Sch Business, Seoul, South Korea"
Kim, Gho ,The Effect of Search Condition and Advertising Type on Visual Attention to Internet Advertising,"Chung Ang Univ, Dept Psychol, Seoul 156756, South Korea"
Kim, Byoungsoo ,Understanding Key Factors of Users' Intentions to Repurchase and Recommend Digital Items in Social Virtual Worlds,"Seoul Womens Univ, Dept Business Adm, Seoul 139774, South Korea"
Kim, Hyondong ,The Use of Social Networking Services and Their Relationship with the Big Five Personality Model and Job Satisfaction in Korea,"Dongguk Univ, Dongguk Business Sch, Seoul 100716, South Korea"
Kim, Jinyoung ,How Did the Information Flow in the #AlphaGo Hashtag Network? A Social Network Analysis of the Large-Scale Information Network on Twitter,"Penn State Univ, Donald P Bellisario Coll Commun, 115 Carnegie Bldg, University Pk, PA 16802 USA"
Kim, Taemin ,Self- and Social Motivation to Interact with a Brand on Facebook: The Moderating Roles of Self-Expression and Brand Engagement in a Student Sample,"Univ Minnesota, Sch Journalism & Mass Commun, 111 Murphy Hall,206 Church St SE, Minneapolis, MN 55455 USA"
Kim, Ki Joon ,Round or Square? How Screen Shape Affects Utilitarian and Hedonic Motivations for Smartwatch Adoption,"City Univ Hong Kong, Dept Media & Commun, Kowloon, Hong Kong, Peoples R China"
Kim, Ki Joon ,Does Screen Size Matter for Smartphones? Utilitarian and Hedonic Effects of Screen Size on Smartphone Adoption,"Sungkyunkwan Univ, Dept Interact Sci, Seoul 110745, South Korea"
Kim, Deok-Yong ,Development of a Virtual Approach-Avoidance Task to Assess Alcohol Cravings,"Chung Ang Univ, Dept Psychol, Seoul 06974, South Korea"
Kim, Bin-Na ,Korean Validation of the Internet Gaming Disorder-20 Test,"Seoul Natl Univ, Dept Psychol, Gwanakro 1, Seoul 08826, South Korea"
Kim, Junghyun ,The Facebook Paths to Happiness: Effects of the Number of Facebook Friends and Self-Presentation on Subjective Well-Being,"Kent State Univ, Sch Commun Studies, Kent, OH 44242 USA"
Kim, Yoojung ,Networking for Philanthropy: Increasing Volunteer Behavior via Social Networking Sites,"Konkuk Univ, Dept Media Commun, Seoul 143701, South Korea"
Kim, Mihee ,Facebook's Spiral of Silence and Participation: The Role of Political Expression on Facebook and Partisan Strength in Political Participation,"Sungkyunkwan Univ, Dept Journalism & Mass Commun, 25-2 Sungkyunkwan Ro, Seoul 110745, South Korea"
Kim, Ki Joon ,Can Interface Features Affect Aggression Resulting from Violent Video Game Play? An Examination of Realistic Controller and Large Screen Size,"Sungkyunkwan Univ, Dept Interact Sci, Seoul 110745, South Korea"
Kim, Yoonkyung ,"""When Is Selective Self-Presentation Effective? An Investigation of the Moderation Effects of """"Self-Esteem"""" and """"Social Trust""""""","Yonsei Univ, Coll Commun, Taejon, South Korea"
Kim, Sunny Jung ,Optimistic Bias and Facebook Use: Self-Other Discrepancies About Potential Risks and Benefits of Facebook Use,"Dartmouth Coll, Geisel Sch Med Dartmouth, Dartmouth Psychiat Res Ctr, Ctr Technol & Behav Hlth, Lebanon, NH 03766 USA"
Kim, Harris Hyun-soo ,How Does Neighborhood Quality Moderate the Association Between Online Video Game Play and Depression? A Population-Level Analysis of Korean Students,"Ewha Womans Univ, Dept Sociol, 52 Ewhayeodae Gil, Seoul 120750, South Korea"
Kim, Jin ,The institutionalization of YouTube: From user-generated content to professionally generated content,"Coll St Rose, Dept Commun, Albany, NY 12203 USA"
Kim, Suweon ,Who watches Korean TV dramas in Africa? A preliminary study in Ghana,"Univ Western Cape, Bellville, South Africa"
Kim, Youna ,Female individualization?: Transnational mobility and media consumption of Asian women,"Amer Univ Paris, Dept Global Commun, F-75007 Paris, France"
Kim, Youna ,Mobile phone for empowerment? Global nannies in Paris,"Amer Univ Paris, 6 Rue Colonel Combes, F-75007 Paris, France"
Kim, P ,A machine-like new medium - theoretical examination of interactive TV,"Sogang Univ, Grad Sch Media Commun, Dept Film & Digital Media, Seoul 121742, South Korea"
Kim, Eun-Gyoo ,Capitulation to capital? OhmyNews as alternative media,"Chung Ang Univ, Dept Mass Commun, Seoul 156756, South Korea"
Kim, KH ,Obstacles to the success of female journalists in Korea,"Hallym Univ, Sch Commun, Chunchon 200702, South Korea"
Kim, YH ,The broadcasting audience movement in Korea,"Korean Broadcasting Syst, Ojung Ku, Punchun Si, Kyunggi Do, South Korea"
Kim, So Jung ,Korean bilingual children's conversations about gender in online books: a case study of critical media literacy in the United States,"Univ Texas El Paso, Dept Teacher Educ, Early Childhood Educ, El Paso, TX 79968 USA"
Kim, Ada S. ,Tweens' perspectives on their parents' media-related attitudes and rules: an exploratory study in the US,"Univ Washington, Informat Sch, Seattle, WA 98195 USA"
Kim, Namin ,Advertising strategies for charities Promoting consumers' donation of time versus money,"Kyonggi Univ, Dept Business Adm, Suwon, South Korea"
Kim, Juran ,Influences of motivations and lifestyles on intentions to use smartphone applications,"Jeonju Univ, Dept Business Adm, 518 Res Bldg,303 Cheonjamro, Jeonju 560759, Jeollabuk Do, South Korea"
Kim, Dong Hoo ,'How do you feel about a disease?' The effect of psychological distance towards a disease on health communication,"Univ N Carolina, Sch Media & Journalism, Chapel Hill, NC 27515 USA"
Kim, Sora ,Propaganda strategies of Korean war-era leaflets,"Chinese Univ Hong Kong, Sch Journalism & Commun, Shatin, Hong Kong, Peoples R China"
Kim, Mikyoung ,When brand-related UGC induces effectiveness on social media: the role of content sponsorship and content type,"Hongik Univ, Sch Advertising & Publ Relat, Sejong City, South Korea"
Kim, Jinsook ,"""#iamafeminist as the """"mother tag"""": feminist identification and activism against misogyny on Twitter in South Korea""","Univ Texas Austin, Dept Radio Televis Film, Austin, TX 78712 USA"
Kim, Yeojin ,WHO ARE CITIZEN JOURNALISTS IN THE SOCIAL MEDIA ENVIRONMENT? Personal and social determinants of citizen journalism activities,"Univ Alabama, Coll Commun & Informat Sci, Tuscaloosa, AL 35487 USA"
KIM, MS ,"RELATIONSHIPS AMONG ATTITUDES, BEHAVIORAL INTENTIONS, AND BEHAVIOR - A METAANALYSIS OF PAST RESEARCH .2.","MICHIGAN STATE UNIV,DEPT PSYCHOL,E LANSING,MI 48824"
Kim, Jarim ,Temporal Framing Effects Differ for Narrative Versus Non-Narrative Messages: The Case of Promoting HPV Vaccination,"Kookmin Univ, Coll Commun, Seoul, South Korea"
Kim, K ,The determinants of international news flow: A network analysis,Missing
Kim, Hyo J. ,Emotions Matter in Crisis: The Role of Anger and Sadness in the Publics' Response to Crisis News Framing and Corporate Crisis Response,"Nanyang Technol Univ, Sch Commun & Informat, Singapore 637718, Singapore"
Kim, Nuri ,Beyond Rationality: The Role of Anger and Information in Deliberation,"Stanford Univ, Woods Inst Environm, Stanford, CA 94305 USA"
Kim, JK ,The variable influence of audience activity on media effects,"KENT STATE UNIV,SCH COMMUN STUDIES,KENT,OH 44242"
Kim, Hyunjung ,The Role of Emotions and Culture in the Third-Person Effect Process of News Coverage of Election Poll Results,"Sungkyunkwan Univ, Dept Journalism & Mass Commun, Seoul, South Korea"
Kim, Hyo Jung ,The Effects of Gender and Gain Versus Loss Frame on Processing Breast Cancer Screening Messages,"Nanyang Technol Univ, Wee Kim Wee Sch Commun & Informat, Singapore 637718, Singapore"
Kim, Sunny Jung ,How Advertorials Deactivate Advertising Schema: MTurk-Based Experiments to Examine Persuasion Tactics and Outcomes in Health Advertisements,"Dartmouth Coll, 1 Med Ctr Dr, Lebanon, NH 03756 USA"
Kim, Young Mie ,"Issue Publics in the New Information Environment Selectivity, Domain Specificity, and Extremity","Ohio State Univ, Sch Commun, Columbus, OH 43210 USA"
Kim, Jung-Hyun ,Longitudinal Associations Among Psychological Issues and Problematic Use of Smartphones A Two-Wave Cross-Lagged Study,"Sogang Univ, Sch Commun, Seoul 04107, South Korea"
Kim, Nam Young ,Personal Relevance Versus Contextual Relevance The Role of Relevant Ads in Personalized Websites,"Sam Houston State Univ, Dept Mass Commun, Huntsville, TX 77341 USA"
Kim, Jihyun ,Effects of Supportive Feedback Messages on Exergame Experiences A Mediating Role of Social Presence,"Kent State Univ, Sch Commun Studies, Kent, OH 44242 USA"
KIM, MS ,CROSS-CULTURAL COMPARISONS OF THE PERCEIVED IMPORTANCE OF CONVERSATIONAL CONSTRAINTS,Missing
Kim, Yong-Chan ,"Community storytelling network, neighborhood context, and civic engagement: A multilevel approach","Univ Alabama, Coll Commun & Informat Sci, Dept Telecommun Engn, Tuscaloosa, AL 35487 USA"
Kim, Ki Joon ,Mobile Persuasion: Can Screen Size and Presentation Mode Make a Difference to Trust?,"Sungkyunkwan Univ, Dept Interact Sci, Seoul 110745, South Korea"
Kim, Hye Kyung ,"Effects of Self-Affirmation, Narratives, and Informational Messages in Reducing Unrealistic Optimism About Alcohol-Related Problems Among College Students","Nanyang Technol Univ, Wee Kim Wee Sch Commun & Informat, Singapore 637718, Singapore"
KIM, HJ ,SOCIAL NETWORKS AND THE DEVELOPMENT OF CLOSE RELATIONSHIPS,"ARIZONA STATE UNIV,COMMUN,TEMPE,AZ 85287"
Kim, MS ,When validity testing lacks validity - Comment on Levine et al.,"Univ Hawaii Manoa, Dept Speech, Honolulu, HI 96822 USA"
Kim, Minji ,When Similarity Strikes Back: Conditional Persuasive Effects of Character-Audience Similarity in Anti-Smoking Campaign,"Univ Calif San Francisco, Ctr Tobacco Control Res & Educ, San Francisco, CA 94143 USA"
Kim, Yong-Chan ,SNS dependency and interpersonal storytelling: An extension of media system dependency theory,"Yonsei Univ, Sch Commun, Seoul, South Korea"
Kim, Su Jung ,A repertoire approach to cross-platform media use behavior,"Iowa State Univ, Greenlee Sch Journalism & Commun, 116 Hamilton Hall, Ames, IA 50011 USA"
Kim, Ji Won ,Rumor has it: The effects of virality metrics on rumor believability and transmission on Twitter,"Syracuse Univ, SI Newhouse Sch Publ Commun, Mass Commun, Syracuse, NY USA"
Kim, Ji-Hyeon ,Platformizing Webtoons: The Impact on Creative and Digital Labor in South Korea,"Goldsmiths Univ London, London, England"
Kim, Ji Won ,Facebook Use for Profile Maintenance and Social Grooming and Young Korean Women's Appearance Comparison With Peers and Body Image Concerns,"Syracuse Univ, Mass Commun, SI Newhouse Sch Publ Commun, Syracuse, NY 13244 USA"
Kim, Youna ,Female Cosmopolitanism? Media Talk and Identity of Transnational Asian Women,"Amer Univ Paris, Paris, France"
Kim, Joohan ,Theorizing dialogic deliberation: Everyday political talk as communicative action and dialogue,"Yonsei Univ, Dept Commun, Seoul 120749, South Korea"
Kim, Min-Sun ,The four cultures of cultural research,"Univ Hawaii Manoa, Dept Speech, Honolulu, HI 96822 USA"
Kim, Jung-Hyun ,The dynamics of polarization and compromise in conflict situations: The interaction between cultural traits and majority-minority influence,"Sogang Univ, Sch Commun, K328,35 Baekbeom Ro, Seoul 121742, South Korea"
KIM, JK ,EXPLAINING ACCULTURATION IN A COMMUNICATION FRAMEWORK - AN EMPIRICAL-TEST,Missing
KIM, MS ,A CROSS-CULTURAL-COMPARISON OF IMPLICIT THEORIES OF REQUESTING,"MICHIGAN STATE UNIV,DEPT COMMUN,E LANSING,MI 48824"
Kim, Ki Joon ,Interacting Socially with the Internet of Things (IoT): Effects of Source Attribution and Specialization in Human-IoT Interaction,"City Univ Hong Kong, Dept Media & Commun, Run Run Shaw Creat Media Ctr M5084, 18 Tat Hong Ave, Kowloon, Hong Kong, Peoples R China"
Kim, Daekyung ,Interacting is believing? Examining bottom-Up credibility of blogs among politically interested Internet users,"Idaho State Univ, Dept Mass Commun, Pocatello, ID 83209 USA"
Kim, Minjeong ,The Creative Commons and Copyright Protection in the Digital Era: Uses of Creative Commons Licenses,"Hawaii Pacific Univ, Coll Commun, Honolulu, HI 96813 USA"
Kim, Jungyun ,Two Routes Leading to Conformity Intention in Computer-Mediated Groups: Matching Versus Mismatching Virtual Representations,Missing
Kim, Jang Hyun ,A Hyperlink and Semantic Network Analysis of the Triple Helix (University-Government-Industry): The Interorganizational Communication Structure of Nanotechnology,"Univ Hawaii, Dept Communicol, Honolulu, HI 96822 USA"
Kim, Ki Joon ,"Shape and Size Matter for Smartwatches: Effects of Screen Shape, Screen Size, and Presentation Mode in Wearable Communication","City Univ Hong Kong, Dept Media & Commun, M5084 Run Run Shaw Creat Media Ctr, Kowloon, Hong Kong, Peoples R China"
Kim, Mary Shin ,Initiating Repair With and Without Particles: Alternative Formats of Other-Initiation of Repair in Korean Conversation,"Univ Hawaii Manoa, Dept East Asian Languages & Literatures, Honolulu, HI 96822 USA"
Kim, Hye Ri Stephanie ,Retroactive Indexing of Relevance: The Use of Well in Third Position,"Univ Calif Los Angeles, Dept Writing Programs, Los Angeles, CA 90095 USA"
Kim, CR ,Identifying viewer segments for television programs,"Woosuk Univ, Sch Distribut & Trade, Chonju, South Korea"
